;Dataset;Model;Filters;Baseline RMSE;Predicted RMSE;Ratio [%]
757;lipophilicity;MLP;MLSMRFilter, RuleOfVeberFilter;1.0169;1.0813;106.32619319244165
645;lipophilicity;MLP;GSKFilter, LINTFilter;1.0169;1.083;106.49129983979584
665;lipophilicity;MLP;HaoFilter, InpharmaticaFilter;1.0169;1.0833;106.52015513187223
47;lipophilicity;SVM;BMSFilter, REOSFilter;0.8209;0.8746;106.53305490630251
345;lipophilicity;SVM;NIHFilter, REOSFilter;0.8209;0.8746;106.53305490630251
716;lipophilicity;MLP;LINTFilter, REOSFilter;1.0169;1.0835;106.543948619015
1247;lipophilicity;Gradient Boosting Regressor;GhoseFilter, SureChEMBLFilter;0.9185;0.9789;106.5789068208743
1250;lipophilicity;Gradient Boosting Regressor;GhoseFilter, ValenceDiscoveryFilter;0.9185;0.9793;106.62871442970649
111;lipophilicity;SVM;FAF4DruglikeFilter, ValenceDiscoveryFilter;0.8209;0.8754;106.62954450302593
687;lipophilicity;MLP;InpharmaticaFilter, LINTFilter;1.0169;1.0846;106.65291534437877
454;lipophilicity;SVM;ValenceDiscoveryFilter, ZINCDruglikeFilter;0.8209;0.8758;106.67916805750191
1417;lipophilicity;Gradient Boosting Regressor;NIBRFilter, OpreaFilter;0.9185;0.9803;106.73641652424605
775;lipophilicity;MLP;MolecularWeightFilter, RuleOfXuFilter;1.0169;1.0855;106.73902770113797
1392;lipophilicity;Gradient Boosting Regressor;MLSMRFilter, RuleOfXuFilter;0.9185;0.981;106.8053625405237
750;lipophilicity;MLP;MLSMRFilter, OpreaFilter;1.0169;1.0863;106.82220652878686
1447;lipophilicity;Gradient Boosting Regressor;OpreaFilter, PAINSFilter;0.9185;0.9816;106.87124698794352
1355;lipophilicity;Gradient Boosting Regressor;LINTFilter, RuleOfXuFilter;0.9185;0.9817;106.88501661394415
1780;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, MLSMRFilter;0.9215;0.9851;106.90886162985474
1011;lipophilicity;SGD;InpharmaticaFilter, PAINSFilter;482070154095.9755;515525645932.1624;106.93996331279332
463;lipophilicity;MLP;BeyondRo5Filter, HaoFilter;1.0169;1.0876;106.94487763353264
669;lipophilicity;MLP;HaoFilter, MolecularWeightFilter;1.0169;1.0876;106.94487763353264
667;lipophilicity;MLP;HaoFilter, LipinskiFilter;1.0169;1.0876;106.94487763353264
679;lipophilicity;MLP;HaoFilter, RuleOfVeberFilter;1.0169;1.0876;106.94487763353264
1232;lipophilicity;Gradient Boosting Regressor;GhoseFilter, InpharmaticaFilter;0.9185;0.9823;106.95536854951688
1338;lipophilicity;Gradient Boosting Regressor;InpharmaticaFilter, TiceInsecticidesFilter;0.9185;0.9824;106.96694959439029
443;lipophilicity;SVM;SureChEMBLFilter, ValenceDiscoveryFilter;0.8209;0.8782;106.97791980103233
107;lipophilicity;SVM;FAF4DruglikeFilter, RuleOfXuFilter;0.8209;0.8786;107.02736215716911
246;lipophilicity;SVM;InpharmaticaFilter, SureChEMBLFilter;0.8209;0.8787;107.0298063506857
252;lipophilicity;SVM;LINTFilter, LipinskiFilter;0.8209;0.8788;107.04605937043281
264;lipophilicity;SVM;LINTFilter, RuleOfVeberFilter;0.8209;0.8789;107.06567351332647
1320;lipophilicity;Gradient Boosting Regressor;HaoFilter, ZINCDruglikeFilter;0.9185;0.9835;107.084536327213
1297;lipophilicity;Gradient Boosting Regressor;GSKFilter, ZINCBasicFilter;0.9185;0.9837;107.10168383702683
254;lipophilicity;SVM;LINTFilter, MolecularWeightFilter;0.8209;0.8793;107.10364305761517
1746;lipophilicity;Gradient Boosting Regressor;BrenkFilter, GhoseFilter;0.9215;0.9871;107.1222963384786
1233;lipophilicity;Gradient Boosting Regressor;GhoseFilter, LINTFilter;0.9185;0.9843;107.1648238733024
1455;lipophilicity;Gradient Boosting Regressor;OpreaFilter, SureChEMBLFilter;0.9185;0.9844;107.1842442462981
1366;lipophilicity;Gradient Boosting Regressor;LipinskiFilter, OpreaFilter;0.9185;0.9845;107.19100280892387
1262;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, OpreaFilter;0.9185;0.9845;107.19573635870168
1246;lipophilicity;Gradient Boosting Regressor;GhoseFilter, RuleOfXuFilter;0.9185;0.9846;107.20149605997267
38;lipophilicity;SVM;BMSFilter, LINTFilter;0.8209;0.8801;107.20790114597438
256;lipophilicity;SVM;LINTFilter, NIHFilter;0.8209;0.8801;107.20790114597438
301;lipophilicity;SVM;MLSMRFilter, RuleOfVeberFilter;0.8209;0.8803;107.22553700532427
1460;lipophilicity;Gradient Boosting Regressor;OpreaFilter, ZINCDruglikeFilter;0.9185;0.9849;107.23568536166039
438;lipophilicity;SVM;RuleOfXuFilter, ValenceDiscoveryFilter;0.8209;0.8806;107.26884076475598
646;lipophilicity;MLP;GSKFilter, LipinskiFilter;1.0169;1.0909;107.26975979970368
648;lipophilicity;MLP;GSKFilter, MolecularWeightFilter;1.0169;1.0909;107.26975979970368
258;lipophilicity;SVM;LINTFilter, PAINSFilter;0.8209;0.8809;107.30266263011595
1303;lipophilicity;Gradient Boosting Regressor;HaoFilter, MolecularWeightFilter;0.9185;0.9856;107.30948773341467
9;lipophilicity;SVM;BeyondRo5Filter, LINTFilter;0.8209;0.881;107.31208097497174
168;lipophilicity;SVM;GlaxoFilter, MLSMRFilter;0.8209;0.881;107.32064300309708
291;lipophilicity;SVM;MLSMRFilter, MolecularWeightFilter;0.8209;0.881;107.32064300309708
270;lipophilicity;SVM;LINTFilter, ZINCBasicFilter;0.8209;0.8812;107.33924658886467
1700;lipophilicity;Gradient Boosting Regressor;BeyondRo5Filter, OpreaFilter;0.9215;0.9892;107.3495382835275
1254;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, HaoFilter;0.9185;0.986;107.35529946122915
1729;lipophilicity;Gradient Boosting Regressor;BMSFilter, OpreaFilter;0.9215;0.9895;107.37834006750538
11;lipophilicity;SVM;BeyondRo5Filter, MLSMRFilter;0.8209;0.882;107.43310011011008
166;lipophilicity;SVM;GlaxoFilter, LINTFilter;0.8209;0.882;107.44033842864712
307;lipophilicity;SVM;MLSMRFilter, ZINCBasicFilter;0.8209;0.8821;107.44810383027654
1288;lipophilicity;Gradient Boosting Regressor;GSKFilter, REOSFilter;0.9185;0.9869;107.4574008073839
520;lipophilicity;MLP;BrenkFilter, HaoFilter;1.0169;1.093;107.48247752827942
1432;lipophilicity;Gradient Boosting Regressor;NIHFilter, OpreaFilter;0.9185;0.9872;107.48615214409985
292;lipophilicity;SVM;MLSMRFilter, NIBRFilter;0.8209;0.8825;107.49894795011008
1692;lipophilicity;Gradient Boosting Regressor;BeyondRo5Filter, HaoFilter;0.9215;0.9907;107.51407090601994
272;lipophilicity;SVM;LipinskiFilter, MLSMRFilter;0.8209;0.8826;107.51584007706516
1776;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, HaoFilter;0.9215;0.9909;107.53764760570029
59;lipophilicity;SVM;BrenkFilter, FAF4DruglikeFilter;0.8209;0.8829;107.54395570561512
399;lipophilicity;SVM;REOSFilter, SureChEMBLFilter;0.8209;0.883;107.5628831812423
1319;lipophilicity;Gradient Boosting Regressor;HaoFilter, ZINCBasicFilter;0.9185;0.9879;107.56389882600017
1657;lipophilicity;SGD;FAF4DruglikeFilter, ValenceDiscoveryFilter;427781094874.2798;460164460216.7416;107.57007865248904
1459;lipophilicity;Gradient Boosting Regressor;OpreaFilter, ZINCBasicFilter;0.9185;0.9883;107.60494557364105
1286;lipophilicity;Gradient Boosting Regressor;GSKFilter, PAINSFilter;0.9185;0.9885;107.63008675194357
1588;lipophilicity;SGD;BMSFilter, NIBRFilter;427781094874.2798;460484086835.9293;107.64479598409102
338;lipophilicity;SVM;NIBRFilter, TiceInsecticidesFilter;0.8209;0.8839;107.67450316444052
1307;lipophilicity;Gradient Boosting Regressor;HaoFilter, PAINSFilter;0.9185;0.9891;107.69531848509114
92;lipophilicity;SVM;FAF4DruglikeFilter, InpharmaticaFilter;0.8209;0.8842;107.70126404496136
183;lipophilicity;SVM;GlaxoFilter, TiceInsecticidesFilter;0.8209;0.8842;107.7079412706156
1283;lipophilicity;Gradient Boosting Regressor;GSKFilter, NIBRFilter;0.9185;0.9896;107.74835352394068
431;lipophilicity;SVM;RuleOfVeberFilter, TiceInsecticidesFilter;0.8209;0.8846;107.75994182930167
271;lipophilicity;SVM;LINTFilter, ZINCDruglikeFilter;0.8209;0.8847;107.76132681451082
1327;lipophilicity;Gradient Boosting Regressor;InpharmaticaFilter, OpreaFilter;0.9185;0.9899;107.77583569645486
451;lipophilicity;SVM;TiceInsecticidesFilter, ZINCBasicFilter;0.8209;0.8848;107.77634171789276
295;lipophilicity;SVM;MLSMRFilter, PAINSFilter;0.8209;0.8848;107.78201425569343
1313;lipophilicity;Gradient Boosting Regressor;HaoFilter, RuleOfVeberFilter;0.9185;0.9905;107.84429513245597
1253;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, GSKFilter;0.9185;0.9905;107.84728835939639
1249;lipophilicity;Gradient Boosting Regressor;GhoseFilter, TiceInsecticidesFilter;0.9185;0.9906;107.85967089621793
1799;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, GhoseFilter;0.9215;0.9939;107.85968864792363
1748;lipophilicity;Gradient Boosting Regressor;BrenkFilter, GSKFilter;0.9215;0.994;107.86761025812739
102;lipophilicity;SVM;FAF4DruglikeFilter, REOSFilter;0.8209;0.8856;107.87393603755027
1454;lipophilicity;Gradient Boosting Regressor;OpreaFilter, RuleOfXuFilter;0.9185;0.9908;107.8781154595384
26;lipophilicity;SVM;BeyondRo5Filter, TiceInsecticidesFilter;0.8209;0.886;107.92305815188452
287;lipophilicity;SVM;LipinskiFilter, TiceInsecticidesFilter;0.8209;0.886;107.92305815188452
322;lipophilicity;SVM;MolecularWeightFilter, TiceInsecticidesFilter;0.8209;0.886;107.92305815188452
293;lipophilicity;SVM;MLSMRFilter, NIHFilter;0.8209;0.8862;107.94300607101299
40;lipophilicity;SVM;BMSFilter, MLSMRFilter;0.8209;0.8862;107.94300607101299
308;lipophilicity;SVM;MLSMRFilter, ZINCDruglikeFilter;0.8209;0.8862;107.95394388680224
1691;lipophilicity;Gradient Boosting Regressor;BeyondRo5Filter, GSKFilter;0.9215;0.9949;107.96828765768396
303;lipophilicity;SVM;MLSMRFilter, SureChEMBLFilter;0.8209;0.8865;107.98181690235002
1317;lipophilicity;Gradient Boosting Regressor;HaoFilter, TiceInsecticidesFilter;0.9185;0.9921;108.01922786110963
725;lipophilicity;MLP;LINTFilter, ValenceDiscoveryFilter;1.0169;1.0986;108.02614669670056
55;lipophilicity;SVM;BMSFilter, TiceInsecticidesFilter;0.8209;0.8868;108.02678718203185
353;lipophilicity;SVM;NIHFilter, TiceInsecticidesFilter;0.8209;0.8868;108.02678718203185
255;lipophilicity;SVM;LINTFilter, NIBRFilter;0.8209;0.8869;108.02950438693215
1808;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, NIBRFilter;0.9215;0.9956;108.04578310376023
1301;lipophilicity;Gradient Boosting Regressor;HaoFilter, LipinskiFilter;0.9185;0.9926;108.06992032768723
1811;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, PAINSFilter;0.9215;0.996;108.0861062808127
245;lipophilicity;SVM;InpharmaticaFilter, RuleOfXuFilter;0.8209;0.8875;108.10768315509884
398;lipophilicity;SVM;REOSFilter, RuleOfXuFilter;0.8209;0.8876;108.11456456225632
380;lipophilicity;SVM;PAINSFilter, TiceInsecticidesFilter;0.8209;0.8879;108.15273705808602
1347;lipophilicity;Gradient Boosting Regressor;LINTFilter, OpreaFilter;0.9185;0.9935;108.16851842250202
1291;lipophilicity;Gradient Boosting Regressor;GSKFilter, RuleOfVeberFilter;0.9185;0.9937;108.19188412006386
1749;lipophilicity;Gradient Boosting Regressor;BrenkFilter, HaoFilter;0.9215;0.997;108.19806867822163
1318;lipophilicity;Gradient Boosting Regressor;HaoFilter, ValenceDiscoveryFilter;0.9185;0.9938;108.20609339142572
1816;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, RuleOfVeberFilter;0.9215;0.9972;108.21678342114116
1401;lipophilicity;Gradient Boosting Regressor;MolecularWeightFilter, OpreaFilter;0.9185;0.9941;108.23619831885685
1453;lipophilicity;Gradient Boosting Regressor;OpreaFilter, RuleOfVeberFilter;0.9185;0.9942;108.2476861194285
266;lipophilicity;SVM;LINTFilter, SureChEMBLFilter;0.8209;0.8888;108.26752358103985
452;lipophilicity;SVM;TiceInsecticidesFilter, ZINCDruglikeFilter;0.8209;0.8892;108.31448473164559
1721;lipophilicity;Gradient Boosting Regressor;BMSFilter, HaoFilter;0.9215;0.999;108.41146274365516
1387;lipophilicity;Gradient Boosting Regressor;MLSMRFilter, REOSFilter;0.9185;0.9957;108.412976883271
522;lipophilicity;MLP;BrenkFilter, LINTFilter;1.0169;1.1025;108.41413116613094
1449;lipophilicity;Gradient Boosting Regressor;OpreaFilter, REOSFilter;0.9185;0.9958;108.42571070462994
1527;lipophilicity;Gradient Boosting Regressor;RuleOfXuFilter, TiceInsecticidesFilter;0.9185;0.9959;108.43692521942864
1282;lipophilicity;Gradient Boosting Regressor;GSKFilter, MolecularWeightFilter;0.9185;0.996;108.44701190173109
1396;lipophilicity;Gradient Boosting Regressor;MLSMRFilter, ValenceDiscoveryFilter;0.9185;0.9962;108.4689938779837
1632;lipophilicity;SGD;BrenkFilter, ZINCDruglikeFilter;427781094874.2798;464203046690.338;108.51415648154396
1304;lipophilicity;Gradient Boosting Regressor;HaoFilter, NIBRFilter;0.9185;0.9967;108.51595026229953
1589;lipophilicity;SGD;BMSFilter, NIHFilter;427781094874.2798;464235853234.3417;108.52182548431122
1315;lipophilicity;Gradient Boosting Regressor;HaoFilter, SureChEMBLFilter;0.9185;0.9977;108.63274201275001
668;lipophilicity;MLP;HaoFilter, MLSMRFilter;1.0169;1.1048;108.64127841194005
708;lipophilicity;MLP;LINTFilter, LipinskiFilter;1.0169;1.1049;108.64723694260748
1457;lipophilicity;Gradient Boosting Regressor;OpreaFilter, TiceInsecticidesFilter;0.9185;0.998;108.65536522508734
1805;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, LipinskiFilter;0.9215;1.0014;108.6735820292082
1807;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, MolecularWeightFilter;0.9215;1.0018;108.72112400386888
1230;lipophilicity;Gradient Boosting Regressor;GhoseFilter, GSKFilter;0.9185;0.9991;108.77671002999645
1801;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, GSKFilter;0.9215;1.0025;108.79235534884626
1395;lipophilicity;Gradient Boosting Regressor;MLSMRFilter, TiceInsecticidesFilter;0.9185;0.9993;108.80206801691075
1772;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, FAF4LeadlikeFilter;0.9215;1.0027;108.81084885382674
1823;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, ZINCDruglikeFilter;0.9215;1.0031;108.86190770087836
1343;lipophilicity;Gradient Boosting Regressor;LINTFilter, MLSMRFilter;0.9185;1.0005;108.93309225444041
80;lipophilicity;SVM;BrenkFilter, RuleOfXuFilter;0.8209;0.8943;108.93324398640713
1688;lipophilicity;Gradient Boosting Regressor;BeyondRo5Filter, FAF4LeadlikeFilter;0.9215;1.0038;108.93457171624767
1044;lipophilicity;SGD;LINTFilter, ZINCDruglikeFilter;482070154095.9755;525148454958.3184;108.9361061862723
1280;lipophilicity;Gradient Boosting Regressor;GSKFilter, LipinskiFilter;0.9185;1.0006;108.9462951782554
1296;lipophilicity;Gradient Boosting Regressor;GSKFilter, ValenceDiscoveryFilter;0.9185;1.0014;109.02734763499147
722;lipophilicity;MLP;LINTFilter, SureChEMBLFilter;1.0169;1.1088;109.03347175354409
1278;lipophilicity;Gradient Boosting Regressor;GSKFilter, InpharmaticaFilter;0.9185;1.0015;109.04561094093141
1292;lipophilicity;Gradient Boosting Regressor;GSKFilter, RuleOfXuFilter;0.9185;1.0016;109.05043668141776
1305;lipophilicity;Gradient Boosting Regressor;HaoFilter, NIHFilter;0.9185;1.0033;109.23357342857764
442;lipophilicity;SVM;SureChEMBLFilter, TiceInsecticidesFilter;0.8209;0.8971;109.27438889119769
401;lipophilicity;SVM;REOSFilter, TiceInsecticidesFilter;0.8209;0.8977;109.34482806557048
1809;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, NIHFilter;0.9215;1.0077;109.36024250491046
402;lipophilicity;SVM;REOSFilter, ValenceDiscoveryFilter;0.8209;0.8979;109.37394839073971
1231;lipophilicity;Gradient Boosting Regressor;GhoseFilter, HaoFilter;0.9185;1.0046;109.37827951022732
670;lipophilicity;MLP;HaoFilter, NIBRFilter;1.0169;1.1125;109.39770040820054
1309;lipophilicity;Gradient Boosting Regressor;HaoFilter, REOSFilter;0.9185;1.0051;109.43202113022845
1813;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, REOSFilter;0.9215;1.0098;109.58138932617032
1717;lipophilicity;Gradient Boosting Regressor;BMSFilter, FAF4LeadlikeFilter;0.9215;1.0099;109.5912661423691
530;lipophilicity;MLP;BrenkFilter, PfizerFilter;1.0169;1.115;109.64251541452701
1531;lipophilicity;Gradient Boosting Regressor;SureChEMBLFilter, TiceHerbicidesFilter;0.9185;1.0071;109.65218532220264
65;lipophilicity;SVM;BrenkFilter, InpharmaticaFilter;0.8209;0.9002;109.65557343648393
1299;lipophilicity;Gradient Boosting Regressor;HaoFilter, InpharmaticaFilter;0.9185;1.0076;109.70103298045524
1005;lipophilicity;SGD;InpharmaticaFilter, LipinskiFilter;482070154095.9755;528848338908.7867;109.70360525648681
1603;lipophilicity;SGD;BMSFilter, ZINCBasicFilter;427781094874.2798;469422944731.3846;109.73438292530035
1176;lipophilicity;SGD;REOSFilter, ZINCBasicFilter;482070154095.9755;529029171195.7067;109.7411168687249
1822;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, ZINCBasicFilter;0.9215;1.0116;109.77649284085685
240;lipophilicity;SVM;InpharmaticaFilter, REOSFilter;0.8209;0.9017;109.83781079508432
713;lipophilicity;MLP;LINTFilter, OpreaFilter;1.0169;1.1178;109.9219730690702
1757;lipophilicity;Gradient Boosting Regressor;BrenkFilter, OpreaFilter;0.9215;1.0133;109.96562481830907
68;lipophilicity;SVM;BrenkFilter, MLSMRFilter;0.8209;0.9031;110.00795872929349
1306;lipophilicity;Gradient Boosting Regressor;HaoFilter, OpreaFilter;0.9185;1.0105;110.02335488523936
95;lipophilicity;SVM;FAF4DruglikeFilter, MLSMRFilter;0.8209;0.9034;110.03822793282
249;lipophilicity;SVM;InpharmaticaFilter, ValenceDiscoveryFilter;0.8209;0.9047;110.19719395575103
66;lipophilicity;SVM;BrenkFilter, LINTFilter;0.8209;0.9047;110.20161430990136
75;lipophilicity;SVM;BrenkFilter, REOSFilter;0.8209;0.9047;110.20238195273842
84;lipophilicity;SVM;BrenkFilter, ValenceDiscoveryFilter;0.8209;0.9049;110.22855214145333
1057;lipophilicity;SGD;LipinskiFilter, RuleOfXuFilter;482070154095.9755;531460167213.7212;110.24539949177449
110;lipophilicity;SVM;FAF4DruglikeFilter, TiceInsecticidesFilter;0.8209;0.9055;110.30301643262727
1293;lipophilicity;Gradient Boosting Regressor;GSKFilter, SureChEMBLFilter;0.9185;1.0132;110.3173668018431
93;lipophilicity;SVM;FAF4DruglikeFilter, LINTFilter;0.8209;0.9057;110.32314562464308
161;lipophilicity;SVM;GhoseFilter, ZINCBasicFilter;0.8209;0.9058;110.33285511036266
1818;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, SureChEMBLFilter;0.9215;1.0169;110.35679057650486
1538;lipophilicity;Gradient Boosting Regressor;TiceHerbicidesFilter, ZINCBasicFilter;0.9185;1.0137;110.36714934585441
1520;lipophilicity;Gradient Boosting Regressor;RuleOfVeberFilter, TiceHerbicidesFilter;0.9185;1.0137;110.36937597212126
714;lipophilicity;MLP;LINTFilter, PAINSFilter;1.0169;1.1227;110.40078586867361
1803;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, InpharmaticaFilter;0.9215;1.0174;110.40903101936581
1239;lipophilicity;Gradient Boosting Regressor;GhoseFilter, OpreaFilter;0.9185;1.0141;110.41434978334522
666;lipophilicity;MLP;HaoFilter, LINTFilter;1.0169;1.1231;110.44261101219813
139;lipophilicity;SVM;GhoseFilter, GlaxoFilter;0.8209;0.9069;110.4656272111007
4;lipophilicity;SVM;BeyondRo5Filter, GhoseFilter;0.8209;0.907;110.47845997339316
144;lipophilicity;SVM;GhoseFilter, LipinskiFilter;0.8209;0.907;110.47845997339316
146;lipophilicity;SVM;GhoseFilter, MolecularWeightFilter;0.8209;0.907;110.47845997339316
721;lipophilicity;MLP;LINTFilter, RuleOfXuFilter;1.0169;1.1237;110.50167531066538
1745;lipophilicity;Gradient Boosting Regressor;BrenkFilter, FAF4LeadlikeFilter;0.9215;1.0184;110.52329911331498
1800;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, GlaxoFilter;0.9215;1.0189;110.568881982121
150;lipophilicity;SVM;GhoseFilter, PAINSFilter;0.8209;0.9078;110.57501229624067
465;lipophilicity;MLP;BeyondRo5Filter, LINTFilter;1.0169;1.1252;110.6437816348344
233;lipophilicity;SVM;InpharmaticaFilter, MLSMRFilter;0.8209;0.9085;110.66993635932747
155;lipophilicity;SVM;GhoseFilter, RuleOfVeberFilter;0.8209;0.9085;110.67048268939537
83;lipophilicity;SVM;BrenkFilter, TiceInsecticidesFilter;0.8209;0.9086;110.67228811692087
1817;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, RuleOfXuFilter;0.9215;1.0199;110.68080849711801
1295;lipophilicity;Gradient Boosting Regressor;GSKFilter, TiceInsecticidesFilter;0.9185;1.0168;110.7033633618482
1279;lipophilicity;Gradient Boosting Regressor;GSKFilter, LINTFilter;0.9185;1.017;110.7320322759789
1206;lipophilicity;SGD;RuleOfVeberFilter, ZINCBasicFilter;482070154095.9755;533852534304.5367;110.74166898087032
1272;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, TiceHerbicidesFilter;0.9185;1.0173;110.76236265967496
33;lipophilicity;SVM;BMSFilter, GhoseFilter;0.8209;0.9098;110.82058342206851
148;lipophilicity;SVM;GhoseFilter, NIHFilter;0.8209;0.9098;110.82058342206851
437;lipophilicity;SVM;RuleOfXuFilter, TiceInsecticidesFilter;0.8209;0.91;110.84370798412426
1490;lipophilicity;Gradient Boosting Regressor;REOSFilter, TiceHerbicidesFilter;0.9185;1.0183;110.86884149040503
630;lipophilicity;MLP;GlaxoFilter, PfizerFilter;1.0169;1.1276;110.8813945755169
475;lipophilicity;MLP;BeyondRo5Filter, RuleOfFourFilter;1.0169;1.1282;110.93603125953315
771;lipophilicity;MLP;MolecularWeightFilter, RuleOfFourFilter;1.0169;1.1282;110.93603125953315
162;lipophilicity;SVM;GhoseFilter, ZINCDruglikeFilter;0.8209;0.9118;111.06654311037234
147;lipophilicity;SVM;GhoseFilter, NIBRFilter;0.8209;0.9118;111.0711534760966
1376;lipophilicity;Gradient Boosting Regressor;LipinskiFilter, TiceHerbicidesFilter;0.9185;1.0202;111.07954820131647
829;lipophilicity;MLP;PAINSFilter, RuleOfFourFilter;1.0169;1.1297;111.08512679330582
302;lipophilicity;SVM;MLSMRFilter, RuleOfXuFilter;0.8209;0.9126;111.16379840864528
152;lipophilicity;SVM;GhoseFilter, REOSFilter;0.8209;0.9127;111.18296016234555
88;lipophilicity;SVM;FAF4DruglikeFilter, GhoseFilter;0.8209;0.9129;111.20017567172175
863;lipophilicity;MLP;RuleOfFourFilter, SureChEMBLFilter;1.0169;1.1309;111.20775331729382
632;lipophilicity;MLP;GlaxoFilter, RuleOfFourFilter;1.0169;1.1311;111.22876320783277
1411;lipophilicity;Gradient Boosting Regressor;MolecularWeightFilter, TiceHerbicidesFilter;0.9185;1.0218;111.2496490766946
717;lipophilicity;MLP;LINTFilter, RuleOfFourFilter;1.0169;1.1317;111.28239726402327
265;lipophilicity;SVM;LINTFilter, RuleOfXuFilter;0.8209;0.9142;111.36060628956986
845;lipophilicity;MLP;PfizerFilter, SureChEMBLFilter;1.0169;1.1332;111.43457641413252
802;lipophilicity;MLP;NIHFilter, RuleOfFourFilter;1.0169;1.1333;111.44401431026823
504;lipophilicity;MLP;BMSFilter, RuleOfFourFilter;1.0169;1.1333;111.44401431026823
1539;lipophilicity;Gradient Boosting Regressor;TiceHerbicidesFilter, ZINCDruglikeFilter;0.9185;1.0236;111.45121411036855
1804;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, LINTFilter;0.9215;1.0282;111.57836283512881
1300;lipophilicity;Gradient Boosting Regressor;HaoFilter, LINTFilter;0.9185;1.0251;111.60665772455786
1794;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, TiceHerbicidesFilter;0.9215;1.0296;111.7314681952679
769;lipophilicity;MLP;MolecularWeightFilter, PfizerFilter;1.0169;1.1367;111.77701906731679
231;lipophilicity;SVM;InpharmaticaFilter, LINTFilter;0.8209;0.9181;111.83074541981495
1767;lipophilicity;Gradient Boosting Regressor;BrenkFilter, TiceHerbicidesFilter;0.9215;1.0312;111.91139280120588
297;lipophilicity;SVM;MLSMRFilter, REOSFilter;0.8209;0.9198;112.03780159032193
549;lipophilicity;MLP;FAF4DruglikeFilter, LINTFilter;1.0169;1.1398;112.07727339077628
260;lipophilicity;SVM;LINTFilter, REOSFilter;0.8209;0.9201;112.07969225604022
207;lipophilicity;SVM;GSKFilter, ZINCBasicFilter;0.8209;0.9201;112.08293799189428
1821;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, ValenceDiscoveryFilter;0.9215;1.0328;112.08621791220563
736;lipophilicity;MLP;LipinskiFilter, RuleOfFourFilter;1.0169;1.1401;112.112506702251
1314;lipophilicity;Gradient Boosting Regressor;HaoFilter, RuleOfXuFilter;0.9185;1.0299;112.13632728634522
1820;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, TiceInsecticidesFilter;0.9215;1.0335;112.15558359685305
1710;lipophilicity;Gradient Boosting Regressor;BeyondRo5Filter, TiceHerbicidesFilter;0.9215;1.0337;112.17658249767351
268;lipophilicity;SVM;LINTFilter, TiceInsecticidesFilter;0.8209;0.921;112.18841002925647
876;lipophilicity;MLP;RuleOfThreeFilter, ZINCDruglikeFilter;1.0169;1.1409;112.18969682777413
163;lipophilicity;SVM;GlaxoFilter, GSKFilter;0.8209;0.921;112.1927279208544
192;lipophilicity;SVM;GSKFilter, MolecularWeightFilter;0.8209;0.9211;112.19999815952512
190;lipophilicity;SVM;GSKFilter, LipinskiFilter;0.8209;0.9211;112.19999815952512
800;lipophilicity;MLP;NIHFilter, PfizerFilter;1.0169;1.1411;112.21055636222792
502;lipophilicity;MLP;BMSFilter, PfizerFilter;1.0169;1.1411;112.21055636222792
6;lipophilicity;SVM;BeyondRo5Filter, GSKFilter;0.8209;0.9214;112.23911601232288
1018;lipophilicity;SGD;InpharmaticaFilter, RuleOfXuFilter;482070154095.9755;541281689133.0967;112.28276310699226
622;lipophilicity;MLP;GlaxoFilter, LINTFilter;1.0169;1.1424;112.33544854804161
710;lipophilicity;MLP;LINTFilter, MolecularWeightFilter;1.0169;1.1429;112.38352857440591
1427;lipophilicity;Gradient Boosting Regressor;NIBRFilter, TiceHerbicidesFilter;0.9185;1.0322;112.38586942139514
196;lipophilicity;SVM;GSKFilter, PAINSFilter;0.8209;0.9227;112.39412076068258
